Orthography	Transcription
ABUELLAH	ʌ.b.w.ɛ.l.ʌ
ABUELLAH'S	ʌ.b.w.ɛ.l.ʌ.z
ABULADZE	æ.b.j.u.l.æ.d.z.i
ABUNDANCE	ʌ.b.ʌ.n.d.ʌ.n.s
ABUNDANT	ʌ.b.ʌ.n.d.ʌ.n.t
ABUNDANTLY	ʌ.b.ʌ.n.d.ʌ.n.t.l.i
ABURTO	ʌ.b.ʊ.ɹ.t.oʊ
ABURTO'S	ʌ.b.ʊ.ɹ.t.oʊ.z
ABUSE	ʌ.b.j.u.s
ABUSE(1)	ʌ.b.j.u.z
ABUSED	ʌ.b.j.u.z.d
ABUSER	ʌ.b.j.u.z.ɚ
ABUSERS	ʌ.b.j.u.z.ɚ.z
ABUSES	ʌ.b.j.u.s.ɪ.z
ABUSES(1)	ʌ.b.j.u.z.ɪ.z
ABUSING	ʌ.b.j.u.z.ɪ.ŋ
ABUSIVE	ʌ.b.j.u.s.ɪ.v
ABUT	ʌ.b.ʌ.t
ABUTS	ʌ.b.ʌ.t.s
ABUTTED	ʌ.b.ʌ.t.ʌ.d
ABUTTING	ʌ.b.ʌ.t.ɪ.ŋ
ABUZZ	ʌ.b.ʌ.z
ABYSMAL	ʌ.b.ɪ.z.m.ʌ.l
ABYSMALLY	ʌ.b.ɪ.z.m.ʌ.l.i
ABYSS	ʌ.b.ɪ.s
ABYSSINIA	æ.b.s.ɪ.n.i.ʌ
ABYSSINIAN	æ.b.s.ɪ.n.i.ʌ.n
ABZUG	æ.b.z.ʌ.g
ABZUG(1)	æ.b.z.ʊ.g
AC	eɪ.s.i
ACA	æ.k.ʌ
ACACIA	ʌ.k.eɪ.ʃ.ʌ
ACADEME	æ.k.ʌ.d.i.m
ACADEMIA	æ.k.ʌ.d.i.m.i.ʌ
ACADEMIC	æ.k.ʌ.d.ɛ.m.ɪ.k
ACADEMICALLY	æ.k.ʌ.d.ɛ.m.ɪ.k.l.i
ACADEMICIAN	æ.k.ʌ.d.ʌ.m.ɪ.ʃ.ʌ.n
ACADEMICIANS	æ.k.ʌ.d.ʌ.m.ɪ.ʃ.ʌ.n.z
ACADEMICIANS(1)	ʌ.k.æ.d.ʌ.m.ɪ.ʃ.ʌ.n.z
ACADEMICS	æ.k.ʌ.d.ɛ.m.ɪ.k.s
ACADEMIES	ʌ.k.æ.d.ʌ.m.i.z
ACADEMY	ʌ.k.æ.d.ʌ.m.i
ACADEMY'S	ʌ.k.æ.d.ʌ.m.i.z
ACADIA	ʌ.k.eɪ.d.i.ʌ
ACAMPO	ʌ.k.ɑ.m.p.oʊ
ACAMPORA	ʌ.k.æ.m.p.ɚ.ʌ
ACAMPSIA	ʌ.k.æ.m.p.s.j.ʌ
ACANTHA	ɑ.k.ɑ.n.ð.ʌ
ACAPULCO	æ.k.ʌ.p.ʊ.l.k.oʊ
ACARY	æ.k.ɚ.i
ACCARDI	ɑ.k.ɑ.ɹ.d.i
ACCARDO	ɑ.k.ɑ.ɹ.d.oʊ
ACCEDE	æ.k.s.i.d
ACCEDED	æ.k.s.i.d.ɪ.d
ACCEDES	æ.k.s.i.d.z
ACCEDING	æ.k.s.i.d.ɪ.ŋ
ACCEL	ʌ.k.s.ɛ.l
ACCELERANT	æ.k.s.ɛ.l.ɚ.ʌ.n.t
ACCELERANTS	æ.k.s.ɛ.l.ɚ.ʌ.n.t.s
ACCELERATE	æ.k.s.ɛ.l.ɚ.eɪ.t
ACCELERATED	æ.k.s.ɛ.l.ɚ.eɪ.t.ɪ.d
ACCELERATES	æ.k.s.ɛ.l.ɚ.eɪ.t.s
ACCELERATING	æ.k.s.ɛ.l.ɚ.eɪ.t.ɪ.ŋ
ACCELERATION	æ.k.s.ɛ.l.ɚ.eɪ.ʃ.ʌ.n
ACCELERATOR	æ.k.s.ɛ.l.ɚ.eɪ.t.ɚ
ACCELERATORS	æ.k.s.ɛ.l.ɚ.eɪ.t.ɚ.z
ACCELEROMETER	æ.k.s.ɛ.l.ɚ.ɑ.m.ʌ.t.ɚ
ACCELEROMETERS	æ.k.s.ɛ.l.ɚ.ɑ.m.ʌ.t.ɚ.z
ACCENT	ʌ.k.s.ɛ.n.t
ACCENT(1)	æ.k.s.ɛ.n.t
ACCENTED	æ.k.s.ɛ.n.t.ɪ.d
ACCENTING	æ.k.s.ɛ.n.t.ɪ.ŋ
ACCENTS	æ.k.s.ɛ.n.t.s
ACCENTUATE	æ.k.s.ɛ.n.tʃ.u.eɪ.t
ACCENTUATED	æ.k.s.ɛ.n.tʃ.u.eɪ.t.ɪ.d
ACCENTUATES	æ.k.s.ɛ.n.tʃ.u.eɪ.t.s
ACCENTUATING	æ.k.s.ɛ.n.tʃ.u.eɪ.t.ɪ.ŋ
ACCEPT	æ.k.s.ɛ.p.t
ACCEPT(1)	ʌ.k.s.ɛ.p.t
ACCEPTABILITY	ʌ.k.s.ɛ.p.t.ʌ.b.ɪ.l.ʌ.t.i
ACCEPTABLE	æ.k.s.ɛ.p.t.ʌ.b.ʌ.l
ACCEPTABLE(1)	ʌ.k.s.ɛ.p.t.ʌ.b.ʌ.l
ACCEPTABLY	æ.k.s.ɛ.p.t.ʌ.b.l.i
ACCEPTABLY(1)	ʌ.k.s.ɛ.p.t.ʌ.b.l.i
ACCEPTANCE	æ.k.s.ɛ.p.t.ʌ.n.s
ACCEPTANCE(1)	ʌ.k.s.ɛ.p.t.ʌ.n.s
ACCEPTANCES	æ.k.s.ɛ.p.t.ʌ.n.s.ɪ.z
ACCEPTED	æ.k.s.ɛ.p.t.ɪ.d
ACCEPTING	æ.k.s.ɛ.p.t.ɪ.ŋ
ACCEPTING(1)	ʌ.k.s.ɛ.p.t.ɪ.ŋ
ACCEPTS	æ.k.s.ɛ.p.t.s
ACCESS	æ.k.s.ɛ.s
ACCESSED	æ.k.s.ɛ.s.t
ACCESSIBILITY	æ.k.s.ɛ.s.ʌ.b.ɪ.l.ɪ.t.i
ACCESSIBLE	æ.k.s.ɛ.s.ʌ.b.ʌ.l
ACCESSING	æ.k.s.ɛ.s.ɪ.ŋ
ACCESSION	ʌ.k.s.ɛ.ʃ.ʌ.n
ACCESSORIES	æ.k.s.ɛ.s.ɚ.i.z
ACCESSORIZE	æ.k.s.ɛ.s.ɚ.aɪ.z
ACCESSORIZED	æ.k.s.ɛ.s.ɚ.aɪ.z.d
ACCESSORY	æ.k.s.ɛ.s.ɚ.i
ACCETTA	ɑ.tʃ.ɛ.t.ʌ
ACCIDENT	æ.k.s.ʌ.d.ʌ.n.t
ACCIDENT'S	æ.k.s.ʌ.d.ʌ.n.t.s
ACCIDENTAL	æ.k.s.ʌ.d.ɛ.n.t.ʌ.l
ACCIDENTAL(1)	æ.k.s.ʌ.d.ɛ.n.ʌ.l
ACCIDENTALLY	æ.k.s.ʌ.d.ɛ.n.t.ʌ.l.i
ACCIDENTALLY(1)	æ.k.s.ʌ.d.ɛ.n.ʌ.l.i
ACCIDENTLY	æ.k.s.ʌ.d.ʌ.n.t.l.i
ACCIDENTS	æ.k.s.ʌ.d.ʌ.n.t.s
ACCION	æ.tʃ.i.ʌ.n
ACCIVAL	æ.s.ɪ.v.ɑ.l
ACCLAIM	ʌ.k.l.eɪ.m
ACCLAIM'S	ʌ.k.l.eɪ.m.z
ACCLAIMED	ʌ.k.l.eɪ.m.d
ACCLAIMING	ʌ.k.l.eɪ.m.ɪ.ŋ
ACCLAIMS	ʌ.k.l.eɪ.m.z
ACCLAMATION	æ.k.l.ʌ.m.eɪ.ʃ.ʌ.n
ACCLIMATE	æ.k.l.ʌ.m.eɪ.t
ACCLIMATED	æ.k.l.ʌ.m.eɪ.t.ɪ.d
ACCLIMATION	æ.k.l.ʌ.m.eɪ.ʃ.ʌ.n
ACCO	æ.k.oʊ
ACCOKEEK	æ.k.oʊ.k.i.k
ACCOLA	ɑ.k.oʊ.l.ʌ
ACCOLADE	æ.k.ʌ.l.eɪ.d
ACCOLADES	æ.k.ʌ.l.eɪ.d.z
ACCOMANDO	ɑ.k.oʊ.m.ɑ.n.d.oʊ
ACCOMMODATE	ʌ.k.ɑ.m.ʌ.d.eɪ.t
ACCOMMODATED	ʌ.k.ɑ.m.ʌ.d.eɪ.t.ʌ.d
ACCOMMODATES	ʌ.k.ɑ.m.ʌ.d.eɪ.t.s
ACCOMMODATING	ʌ.k.ɑ.m.ʌ.d.eɪ.t.ɪ.ŋ
ACCOMMODATION	ʌ.k.ɑ.m.ʌ.d.eɪ.ʃ.ʌ.n
ACCOMMODATIONS	ʌ.k.ɑ.m.ʌ.d.eɪ.ʃ.ʌ.n.z
ACCOMMODATIVE	ʌ.k.ɑ.m.ʌ.d.eɪ.t.ɪ.v
ACCOMPANIED	ʌ.k.ʌ.m.p.ʌ.n.i.d
ACCOMPANIES	ʌ.k.ʌ.m.p.ʌ.n.i.z
ACCOMPANIMENT	ʌ.k.ʌ.m.p.n.ɪ.m.ʌ.n.t
ACCOMPANIMENT(1)	ʌ.k.ʌ.m.p.n.i.m.ʌ.n.t
ACCOMPANIMENTS	ʌ.k.ʌ.m.p.n.ɪ.m.ʌ.n.t.s
ACCOMPANIMENTS(1)	ʌ.k.ʌ.m.p.n.i.m.ʌ.n.t.s
ACCOMPANIST	ʌ.k.ʌ.m.p.ʌ.n.ʌ.s.t
ACCOMPANY	ʌ.k.ʌ.m.p.ʌ.n.i
ACCOMPANYING	ʌ.k.ʌ.m.p.ʌ.n.i.ɪ.ŋ
ACCOMPLI	ɑ.k.ɑ.m.p.l.i
ACCOMPLI(1)	ʌ.k.ɑ.m.p.l.i
ACCOMPLICE	ʌ.k.ɑ.m.p.l.ʌ.s
ACCOMPLICES	ʌ.k.ɑ.m.p.l.ʌ.s.ʌ.z
ACCOMPLISH	ʌ.k.ɑ.m.p.l.ɪ.ʃ
ACCOMPLISHED	ʌ.k.ɑ.m.p.l.ɪ.ʃ.t
ACCOMPLISHES	ʌ.k.ɑ.m.p.l.ɪ.ʃ.ɪ.z
ACCOMPLISHING	ʌ.k.ɑ.m.p.l.ɪ.ʃ.ɪ.ŋ
ACCOMPLISHMENT	ʌ.k.ɑ.m.p.l.ɪ.ʃ.m.ʌ.n.t
ACCOMPLISHMENTS	ʌ.k.ɑ.m.p.l.ɪ.ʃ.m.ʌ.n.t.s
ACCOR	æ.k.ɔ.ɹ
ACCOR'S	æ.k.ɚ.z
ACCORD	ʌ.k.ɔ.ɹ.d
ACCORD'S	ʌ.k.ɔ.ɹ.d.z
ACCORDANCE	ʌ.k.ɔ.ɹ.d.ʌ.n.s
ACCORDED	ʌ.k.ɔ.ɹ.d.ɪ.d
ACCORDING	ʌ.k.ɔ.ɹ.d.ɪ.ŋ
ACCORDINGLY	ʌ.k.ɔ.ɹ.d.ɪ.ŋ.l.i
ACCORDION	ʌ.k.ɔ.ɹ.d.i.ʌ.n
ACCORDIONS	ʌ.k.ɔ.ɹ.d.i.ʌ.n.z
ACCORDS	ʌ.k.ɔ.ɹ.d.z
ACCOST	ʌ.k.ɔ.s.t
ACCOSTED	ʌ.k.ɑ.s.t.ʌ.d
ACCOSTING	ʌ.k.ɑ.s.t.ɪ.ŋ
ACCOUNT	ʌ.k.aʊ.n.t
ACCOUNT'S	ʌ.k.aʊ.n.t.s
ACCOUNTABILITY	ʌ.k.aʊ.n.t.ʌ.b.ɪ.l.ɪ.t.i
ACCOUNTABLE	ʌ.k.aʊ.n.t.ʌ.b.ʌ.l
ACCOUNTANCY	ʌ.k.aʊ.n.t.ʌ.n.t.s.i
ACCOUNTANT	ʌ.k.aʊ.n.t.ʌ.n.t
ACCOUNTANT'S	ʌ.k.aʊ.n.t.ʌ.n.t.s
ACCOUNTANTS	ʌ.k.aʊ.n.t.ʌ.n.t.s
ACCOUNTANTS'	ʌ.k.aʊ.n.t.ʌ.n.t.s
ACCOUNTED	ʌ.k.aʊ.n.t.ɪ.d
ACCOUNTEMP	ʌ.k.aʊ.n.t.ɛ.m.p
ACCOUNTEMPS	ʌ.k.aʊ.n.t.ɛ.m.p.s
ACCOUNTING	ʌ.k.aʊ.n.t.ɪ.ŋ
ACCOUNTING(1)	ʌ.k.aʊ.n.ɪ.ŋ
ACCOUNTS	ʌ.k.aʊ.n.t.s
ACCOUTERMENT	ʌ.k.u.t.ɚ.m.ʌ.n.t
ACCOUTERMENTS	ʌ.k.u.t.ɚ.m.ʌ.n.t.s
ACCOUTREMENT	ʌ.k.u.t.ɚ.m.ʌ.n.t
ACCOUTREMENTS	ʌ.k.u.t.ɚ.m.ʌ.n.t.s
ACCRA	ɑ.k.ɹ.ɑ
ACCREDIT	ʌ.k.ɹ.ɛ.d.ɪ.t
ACCREDITATION	ʌ.k.ɹ.ɛ.d.ʌ.t.eɪ.ʃ.ʌ.n
ACCREDITATIONS	ʌ.k.ɹ.ɛ.d.ʌ.t.eɪ.ʃ.ʌ.n.z
ACCREDITED	ʌ.k.ɹ.ɛ.d.ɪ.t.ɪ.d
ACCREDITING	ʌ.k.ɹ.ɛ.d.ʌ.t.ɪ.ŋ
ACCRETED	ʌ.k.ɹ.i.t.ɪ.d
ACCRETION	ʌ.k.ɹ.i.ʃ.ʌ.n
ACCRUAL	ʌ.k.ɹ.u.ʌ.l
ACCRUALS	ʌ.k.ɹ.u.ʌ.l.z
ACCRUE	ʌ.k.ɹ.u
ACCRUED	ʌ.k.ɹ.u.d
ACCRUES	ʌ.k.ɹ.u.z
ACCRUING	ʌ.k.ɹ.u.ɪ.ŋ
ACCU	æ.k.j.u
ACCUHEALTH	æ.k.j.u.h.ɛ.l.θ
ACCUMULATE	ʌ.k.j.u.m.j.ʌ.l.eɪ.t
ACCUMULATED	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɪ.d
ACCUMULATES	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.s
ACCUMULATING	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɪ.ŋ
ACCUMULATION	ʌ.k.j.u.m.j.ʌ.l.eɪ.ʃ.ʌ.n
ACCUMULATIONS	ʌ.k.j.u.m.j.ʌ.l.eɪ.ʃ.ʌ.n.z
ACCUMULATIVE	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɪ.v
ACCUMULATIVELY	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɪ.v.l.i
ACCUMULATIVELY(1)	ʌ.k.j.u.m.j.ʌ.l.ʌ.t.ɪ.v.l.i
ACCUMULATOR	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɚ
ACCUMULATORS	ʌ.k.j.u.m.j.ʌ.l.eɪ.t.ɚ.z
ACCURACIES	æ.k.j.ɚ.ʌ.s.i.z
ACCURACY	æ.k.j.ɚ.ʌ.s.i
ACCURATE	æ.k.j.ɚ.ʌ.t
ACCURATELY	æ.k.j.ɚ.ʌ.t.l.i
ACCURAY	æ.k.j.ɚ.eɪ
ACCURAY'S	æ.k.j.ɚ.eɪ.z
ACCURIDE	æ.k.j.ɚ.aɪ.d
ACCURSO	ɑ.k.ʊ.ɹ.s.oʊ
ACCUSATION	æ.k.j.ʌ.z.eɪ.ʃ.ʌ.n
ACCUSATION(1)	æ.k.j.u.z.eɪ.ʃ.ʌ.n
ACCUSATIONS	æ.k.j.ʌ.z.eɪ.ʃ.ʌ.n.z
ACCUSATIONS(1)	æ.k.j.u.z.eɪ.ʃ.ʌ.n.z
ACCUSATIVE	ʌ.k.j.u.z.ʌ.t.ɪ.v
ACCUSATORY	ʌ.k.j.u.z.ʌ.t.ɔ.ɹ.i
ACCUSE	ʌ.k.j.u.z
ACCUSED	ʌ.k.j.u.z.d
ACCUSER	ʌ.k.j.u.z.ɚ
ACCUSERS	ʌ.k.j.u.z.ɚ.z
ACCUSES	ʌ.k.j.u.z.ɪ.z
ACCUSING	ʌ.k.j.u.z.ɪ.ŋ
ACCUSINGLY	ʌ.k.j.u.z.ɪ.ŋ.l.i
ACCUSTOM	ʌ.k.ʌ.s.t.ʌ.m
ACCUSTOMED	ʌ.k.ʌ.s.t.ʌ.m.d
ACCUTANE	æ.k.j.u.t.eɪ.n
ACE	eɪ.s
ACECOMM	eɪ.s.k.ɑ.m
ACED	eɪ.s.t
ACER	eɪ.s.ɚ
ACERBIC	ʌ.s.ɛ.ɹ.b.ɪ.k
ACERO	ʌ.s.ɛ.ɹ.oʊ
ACERO(1)	ʌ.s.j.ɛ.ɹ.oʊ
ACERO(2)	ʌ.θ.ɛ.ɹ.oʊ
ACERRA	ʌ.s.ɛ.ɹ.ʌ
ACES	eɪ.s.ɪ.z
ACETAMINOPHEN	ʌ.s.i.t.ʌ.m.ɪ.n.ʌ.f.ʌ.n
ACETATE	æ.s.ʌ.t.eɪ.t
ACETIC	ʌ.s.ɛ.t.ɪ.k
ACETIC(1)	ʌ.s.i.t.ɪ.k
ACETO	ɑ.s.ɛ.t.oʊ
ACETOCHLOR	ɑ.s.ɛ.t.oʊ.k.l.ɔ.ɹ
ACETONE	æ.s.ʌ.t.oʊ.n
ACETOSYRINGONE	ʌ.s.ɛ.t.oʊ.s.ɪ.ɹ.ɪ.ŋ.g.ɔ.n
ACETYLCHOLINE	ʌ.s.ɛ.t.ʌ.l.k.oʊ.l.i.n
ACETYLCHOLINE(1)	ʌ.s.i.t.ʌ.l.k.oʊ.l.i.n
ACETYLENE	ʌ.s.ɛ.t.ʌ.l.i.n
ACEVEDO	æ.s.ʌ.v.eɪ.d.oʊ
ACEVES	ɑ.s.eɪ.v.ɛ.s
ACEY	eɪ.s.i
ACHAEAN	ʌ.tʃ.i.ʌ.n
ACHATZ	æ.k.ʌ.t.s
ACHE	eɪ.k
ACHEBE	ɑ.tʃ.eɪ.b.i
ACHED	eɪ.k.t
ACHEE	ʌ.tʃ.i
ACHENBACH	æ.k.ɪ.n.b.ɑ.k
ACHENBAUM	æ.k.ʌ.n.b.aʊ.m
ACHES	eɪ.k.s
ACHESON	æ.tʃ.ʌ.s.ʌ.n
ACHESON'S	æ.tʃ.ʌ.s.ʌ.n.z
ACHESONS	æ.tʃ.ʌ.s.ʌ.n.z
ACHEY	æ.tʃ.i
ACHIEVA	ʌ.tʃ.i.v.ʌ
ACHIEVABLE	ʌ.tʃ.i.v.ʌ.b.ʌ.l
ACHIEVE	ʌ.tʃ.i.v
ACHIEVED	ʌ.tʃ.i.v.d
ACHIEVEMENT	ʌ.tʃ.i.v.m.ʌ.n.t
ACHIEVEMENTS	ʌ.tʃ.i.v.m.ʌ.n.t.s
ACHIEVER	ʌ.tʃ.i.v.ɚ
ACHIEVERS	ʌ.tʃ.i.v.ɚ.z
ACHIEVES	ʌ.tʃ.i.v.z
ACHIEVING	ʌ.tʃ.i.v.ɪ.ŋ
ACHILLE	ʌ.k.ɪ.l.i
ACHILLES	ʌ.k.ɪ.l.i.z
ACHILLES'	ʌ.k.ɪ.l.i.z
ACHING	eɪ.k.ɪ.ŋ
ACHINGLY	eɪ.k.ɪ.ŋ.l.i
ACHMED	ɑ.h.m.ɛ.d
ACHOA	ʌ.tʃ.oʊ.ʌ
ACHOA'S	ʌ.tʃ.oʊ.ʌ.z
ACHOO	ɑ.tʃ.u
ACHOR	eɪ.k.ɚ
ACHORD	æ.k.ɔ.ɹ.d
ACHORN	æ.k.ɚ.n
ACHTENBERG	æ.k.t.ɛ.n.b.ɚ.g
ACHTERBERG	æ.k.t.ɚ.b.ɚ.g
ACHY	eɪ.k.i
ACID	æ.s.ʌ.d
ACIDIC	ʌ.s.ɪ.d.ɪ.k
ACIDIFICATION	ʌ.s.ɪ.d.ʌ.f.ʌ.k.eɪ.ʃ.ʌ.n
ACIDIFIED	ʌ.s.ɪ.d.ʌ.f.aɪ.d
ACIDIFIES	ʌ.s.ɪ.d.ʌ.f.aɪ.z
ACIDIFY	ʌ.s.ɪ.d.ʌ.f.aɪ
ACIDITY	ʌ.s.ɪ.d.ʌ.t.i
ACIDLY	æ.s.ʌ.d.l.i
ACIDOSIS	æ.s.ʌ.d.oʊ.s.ʌ.s
ACIDS	æ.s.ʌ.d.z
ACIDURIA	æ.s.ʌ.d.ʊ.ɹ.i.ʌ
ACIERNO	ɑ.s.ɪ.ɹ.n.oʊ
ACK	æ.k
ACKER	æ.k.ɚ
ACKER'S	æ.k.ɚ.z
ACKERLEY	æ.k.ɚ.l.i
ACKERLY	æ.k.ɚ.l.i
ACKERMAN	æ.k.ɚ.m.ʌ.n
ACKERMANN	æ.k.ɚ.m.ʌ.n
ACKERMANVILLE	æ.k.ɚ.m.ʌ.n.v.ɪ.l
ACKERSON	æ.k.ɚ.s.ʌ.n
ACKERT	æ.k.ɚ.t
ACKHOUSE	æ.k.h.aʊ.s
ACKLAND	æ.k.l.ʌ.n.d
ACKLES	æ.k.ʌ.l.z
ACKLEY	æ.k.l.i
ACKLIN	æ.k.l.ɪ.n
ACKMAN	æ.k.m.ʌ.n
ACKNOWLEDGE	æ.k.n.ɑ.l.ɪ.dʒ
ACKNOWLEDGEABLE	æ.k.n.ɑ.l.ɪ.dʒ.ʌ.b.ʌ.l
ACKNOWLEDGED	æ.k.n.ɑ.l.ɪ.dʒ.d
ACKNOWLEDGEMENT	æ.k.n.ɑ.l.ɪ.dʒ.m.ʌ.n.t
ACKNOWLEDGEMENTS	æ.k.n.ɑ.l.ɪ.dʒ.m.ʌ.n.t.s
ACKNOWLEDGES	æ.k.n.ɑ.l.ɪ.dʒ.ɪ.z
ACKNOWLEDGING	æ.k.n.ɑ.l.ɪ.dʒ.ɪ.ŋ
ACKNOWLEDGMENT	æ.k.n.ɑ.l.ɪ.dʒ.m.ʌ.n.t
ACKROYD	æ.k.ɹ.ɔɪ.d
ACKROYD'S	æ.k.ɹ.ɔɪ.d.z
ACMAT	æ.k.m.æ.t
ACMAT'S	æ.k.m.æ.t.s
ACME	æ.k.m.i
ACME'S	æ.k.m.i.z
ACNE	æ.k.n.i
ACOCELLA	ɑ.k.oʊ.tʃ.ɛ.l.ʌ
ACOFF	æ.k.ɔ.f
ACOG	ʌ.k.ɔ.g
ACOLYTE	æ.k.ʌ.l.aɪ.t
ACOLYTES	æ.k.ʌ.l.aɪ.t.s
ACORD	ʌ.k.ɔ.ɹ.d
ACORDIA	ʌ.k.ɔ.ɹ.d.i.ʌ
ACORN	eɪ.k.ɔ.ɹ.n
ACORN'S	eɪ.k.ɔ.ɹ.n.z
ACORNS	eɪ.k.ɔ.ɹ.n.z
ACOSTA	ʌ.k.ɔ.s.t.ʌ
ACOTT	eɪ.k.ɔ.t
ACOUSTIC	ʌ.k.u.s.t.ɪ.k
ACOUSTICAL	ʌ.k.u.s.t.ɪ.k.ʌ.l
ACOUSTICALLY	ʌ.k.u.s.t.ɪ.k.l.i
ACOUSTICS	ʌ.k.u.s.t.ɪ.k.s
ACQUAINT	ʌ.k.w.eɪ.n.t
ACQUAINTANCE	ʌ.k.w.eɪ.n.t.ʌ.n.s
ACQUAINTANCES	ʌ.k.w.eɪ.n.t.ʌ.n.s.ɪ.z
ACQUAINTANCESHIP	ʌ.k.w.eɪ.n.t.ʌ.n.s.ʃ.ɪ.p
ACQUAINTED	ʌ.k.w.eɪ.n.t.ɪ.d
ACQUAINTED(1)	ʌ.k.w.eɪ.n.ɪ.d
ACQUAVIVA	ɑ.k.w.ɑ.v.i.v.ʌ
ACQUIESCE	æ.k.w.i.ɛ.s
ACQUIESCED	æ.k.w.i.ɛ.s.t
ACQUIESCENCE	æ.k.w.i.ɛ.s.ʌ.n.s
ACQUIESCING	æ.k.w.i.ɛ.s.ɪ.ŋ
ACQUIRE	ʌ.k.w.aɪ.ɚ
ACQUIRED	ʌ.k.w.aɪ.ɚ.d
ACQUIRER	ʌ.k.w.aɪ.ɚ.ɚ
ACQUIRER'S	ʌ.k.w.aɪ.ɚ.ɚ.z
ACQUIRERS	ʌ.k.w.aɪ.ɚ.ɚ.z
ACQUIRES	ʌ.k.w.aɪ.ɚ.z
ACQUIRING	ʌ.k.w.aɪ.ɹ.ɪ.ŋ
ACQUIRING(1)	ʌ.k.w.aɪ.ɚ.ɪ.ŋ
ACQUISITION	æ.k.w.ʌ.z.ɪ.ʃ.ʌ.n
ACQUISITION'S	æ.k.w.ʌ.z.ɪ.ʃ.ʌ.n.z
ACQUISITIONS	æ.k.w.ʌ.z.ɪ.ʃ.ʌ.n.z
ACQUISITIVE	ʌ.k.w.ɪ.z.ʌ.t.ɪ.v
ACQUIT	ʌ.k.w.ɪ.t
ACQUITAINE	æ.k.w.ɪ.t.eɪ.n
ACQUITS	ʌ.k.w.ɪ.t.s
ACQUITTAL	ʌ.k.w.ɪ.t.ʌ.l
ACQUITTALS	ʌ.k.w.ɪ.t.ʌ.l.z
ACQUITTED	ʌ.k.w.ɪ.t.ɪ.d
ACQUITTING	ʌ.k.w.ɪ.t.ɪ.ŋ
ACRE	eɪ.k.ɚ
ACREAGE	eɪ.k.ʌ.ɹ.ɪ.dʒ
ACREAGE(1)	eɪ.k.ɹ.ɪ.dʒ
ACREE	ʌ.k.ɹ.i
ACRES	eɪ.k.ɚ.z
ACREY	æ.k.ɹ.i
ACRI	ɑ.k.ɹ.i
ACRID	æ.k.ɹ.ɪ.d
ACRIMONIOUS	æ.k.ɹ.ʌ.m.oʊ.n.i.ʌ.s
ACRIMONY	æ.k.ɹ.ɪ.m.oʊ.n.i
ACRO	æ.k.ɹ.oʊ
ACROBAT	æ.k.ɹ.ʌ.b.æ.t
ACROBATIC	æ.k.ɹ.ʌ.b.æ.t.ɪ.k
ACROBATICS	æ.k.ɹ.ʌ.b.æ.t.ɪ.k.s
ACROBATS	æ.k.ɹ.ʌ.b.æ.t.s
ACROLEIN	æ.k.ɹ.oʊ.l.i.n
ACRONYM	æ.k.ɹ.ʌ.n.ɪ.m
ACRONYMS	æ.k.ɹ.ʌ.n.ɪ.m.z
ACROPOLIS	ʌ.k.ɹ.ɑ.p.ʌ.l.ʌ.s
ACROSS	ʌ.k.ɹ.ɔ.s
ACRYLIC	ʌ.k.ɹ.ɪ.l.ɪ.k
ACRYLICS	ʌ.k.ɹ.ɪ.l.ɪ.k.s
ACT	æ.k.t
ACT'S	æ.k.t.s
ACTAVA	æ.k.t.ɑ.v.ʌ
ACTAVA'S	æ.k.t.ɑ.v.ʌ.z
ACTAVAS	æ.k.t.ɑ.v.ʌ.z
ACTED	æ.k.t.ɪ.d
ACTEL	æ.k.t.ɛ.l
ACTIGALL	æ.k.t.ɪ.g.ɔ.l
ACTIN	æ.k.t.ʌ.n
ACTING	æ.k.t.ɪ.ŋ
ACTINIDE	æ.k.t.ɪ.n.aɪ.d
ACTINIDIA	æ.k.t.ɪ.n.ɪ.d.i.ʌ
ACTINOMYCOSIS	æ.k.t.ɪ.n.oʊ.m.aɪ.k.oʊ.s.ɪ.s
ACTION	æ.k.ʃ.ʌ.n
ACTION'S	æ.k.ʃ.ʌ.n.z
ACTIONABLE	æ.k.ʃ.ʌ.n.ʌ.b.ʌ.l
ACTIONS	æ.k.ʃ.ʌ.n.z
ACTIVASE	æ.k.t.ɪ.v.eɪ.z
ACTIVATE	æ.k.t.ʌ.v.eɪ.t
ACTIVATED	æ.k.t.ɪ.v.eɪ.t.ɪ.d
ACTIVATES	æ.k.t.ʌ.v.eɪ.t.s
ACTIVATING	æ.k.t.ʌ.v.eɪ.t.ɪ.ŋ
ACTIVATION	æ.k.t.ʌ.v.eɪ.ʃ.ʌ.n
ACTIVATOR	æ.k.t.ʌ.v.eɪ.t.ɚ
ACTIVE	æ.k.t.ɪ.v
ACTIVE'S	æ.k.t.ɪ.v.z
ACTIVELY	æ.k.t.ɪ.v.l.i
ACTIVES	æ.k.t.ɪ.v.z
ACTIVISION	æ.k.t.ɪ.v.ɪ.ʒ.ʌ.n
ACTIVISM	æ.k.t.ɪ.v.ɪ.z.ʌ.m
